SMILES,Atomistic_Length,Kmer_Length
BrC1(N(c2ccccc2)c2ccccc2)C=CC(c2ccccc2)=CC1,44,27
BrC1(N(c2ccccc2-c2ccccc2)c2ccccc2-c2ccccc2)C=CC(c2ccccc2)=CC1,62,35
BrC1(N2C=CCC2)C=CC=CC1,23,15
BrC1(N2CC=CC2)C=CC=CC1,23,15
BrC1(N2CCC=N2)CCCCO1,21,15
BrC1(N2CCCCC2)CCNCC1,21,15
BrC1(N2CCNCC2)C=CC=CN1,23,16
BrC1(N2CCOCC2)C=CC=CC1,23,15
BrC1(N2CCOCC2)SC2=C(OCCO2)S1,29,21
BrC1(N2c3ccccc3C=Cc3ccccc32)C=C(c2ccccc2)C=C(c2ccccc2)C1,57,34
BrC1(N=C(c2ccccc2)c2ccccc2)c2ccccc2-c2ccccc21,46,26
BrC1(N=C2c3ccccc3-c3ccccc32)c2ccccc2-c2ccccc21,47,25
BrC1(NC2=NCCN2)C=CC=C2NC=CN=C21,32,19
BrC1(NC2=NCCN2)CC=Cc2nccnc21,29,18
BrC1(NC2CCCC2)NSc2sccc2N1,26,19
BrC1(NCc2ccccc2)CCCCC1NCc1ccccc1,33,18
BrC1(Nc2ccccc2)C=CC(c2ccccc2)=CC1,34,20
BrC1(Nc2ncccn2)CCCCC1,22,15
BrC1(Nc2ncccn2)N=CC=CN1,24,16
BrC1(OC2(Br)CCCCO2)CCCCO1,25,16
BrC1(OC2(Br)CCc3ccccc32)CCc2ccccc21,35,18
BrC1(OC2CC2)C=CC=CC1,21,14
BrC1(OC2CC2)C=CCC=C1,21,14
BrC1(OC2CNC2)C=CC=CN1,22,15
BrC1(OCC2CO2)C=Cc2ccccc2C1,27,18
BrC1(OCCC2CCOCC2)C=CC=CN1,26,16
BrC1(OCCCc2cccc3[nH]c4c(c23)CCNCC4)C=CC(c2ccccc2)C=C1,51,32
BrC1(OCCNCc2cncc(-c3ccccc3)c2)CC=CS1,37,24
BrC1(OCCc2ccccc2)CCCCC1,24,14
BrC1(OCc2ccc3ccccc3c2)N=N1,27,18
BrC1(OCc2cccc3ccccc23)N=N1,27,16
BrC1(OCc2ccccc2)C=CC(c2ccccc2)=CC1,35,20
BrC1(OCc2ccccc2)C=CC(c2ccccc2)C=C1,35,20
BrC1(OCc2ccccc2)C=CC=CC1,25,14
BrC1(OCc2ccccc2)C=CC=CN1,25,15
BrC1(OCc2ccccc2)CC=Cc2ccccc21,30,16
BrC1(OCc2ccccc2)CCCCC1,23,14
BrC1(OCc2ccccc2)N=N1,21,14
BrC1(OCc2ccccc2)OCCCC1(OCc1ccccc1)OCc1ccccc1,45,24
BrC1(Oc2ccc(-n3c4ccccc4c4ccccc43)cc2)C=CC(c2ccccc2)=CC1,56,34
BrC1(Oc2ccc(Oc3ccccc3)cc2)C=CC=CC1,35,21
BrC1(Oc2cccc(Oc3ccccc3)c2)C=CC=CC1,35,21
BrC1(Oc2cccc3c2sc2ccccc23)CCCC1,32,19
BrC1(Oc2ccccc2)C=CC(Oc2ccccc2)C(Br)(Br)C1(Br)Br,44,25
BrC1(Oc2ccccc2)C=CC=C(Oc2ccccc2)C1,35,21
BrC1(Oc2ccccc2)C=CC=CC1,24,14
BrC1(Oc2ccccc2)CCCC1,21,13
BrC1(Oc2ccccc2)CCCCO1,22,14
BrC1(Oc2ccccc2)CCc2ccccc21,27,15
BrC1(Oc2cccnc2)CNCCO1,22,15
BrC1(P(c2ccccc2)C2(Br)C=CC=CN2)C=CC=CN1,39,25
BrC1(P(c2ccccc2)C2C=Cc3ccccc32)C=CC=C2C=CC=C21,47,27
BrC1(P(c2ccccc2)[c-]2ccc3ccccc32)C=CC=C2[C-]=CC=C21,48,27
BrC1(P[P+](c2ccccc2)(c2ccccc2)c2ccccc2)CCCC1,42,27
BrC1(SC2C=Cc3ccccc32)C=CC=C2C=CC=C21,37,20
BrC1(SC2CCCCC2)C=CC=CN1,24,16
BrC1(SCCc2ccccc2)CC1,21,14
BrC1(S[c-]2ccc3ccccc32)C=CC=C2[C-]=CC=C21,38,21
BrC1(Sc2ccccc2)C=CC=CC1,24,15
BrC1(Sc2ccccc2)CCCCO1,22,15
BrC1([2H])C(=O)Nc2cccc3c2N1[C@H]1CCNC[C@@H]31,34,22
BrC1([2H])C([2H])([2H])C1([2H])C([2H])([2H])[N+]1(C([2H])([2H])[2H])CCC23c4c5ccc([O-])c4OC2C(=O)CC[C@]3(O)C1C5,76,61
BrC1([2H])C23c4c5ccc([O-])c4OC2C(=O)CC[C@]3(O)C(C5)[N+](C)(CC2CC2)C1([2H])[2H],62,45
BrC1([2H])CC(Br)C(=O)C(N)(c2ccccc2Cl)C1([2H])[2H],39,24
BrC1([2H])CC(C(=O)OCC)(c2ccccc2)CC([2H])([2H])N1CCOCc1ccccc1,52,33
BrC1([2H])C[C@]2(O)C3Cc4ccc([O-])c5c4C2(CC[N+]3(C)CC2CC2)[C@@]([2H])(O5)C1=O,59,46
BrC1([2H])N(C(=O)CCCCCN)C([2H])([2H])C([2H])([2H])N(C(=O)CC(C)C)C1([2H])[2H],56,39
BrC1([2H])NC([2H])([2H])C([2H])([2H])C2=C1OCC2=OC1([2H])c2o[nH]c(=O)c2C([2H])([2H])C([2H])([2H])N1Cc1ccccc1,75,61
BrC1([2H])NC([2H])([2H])C([2H])([2H])N(c2ccc(O)cc2)C1([2H])[2H],43,37
BrC1([2H])NC([2H])([2H])C([2H])([2H])N(c2ccccc2Sc2ccc(C)cc2C)C1([2H])[2H],53,41
BrC1([2H])[n+]2ccccc2-c2cccc[n+]2C1([2H])[2H],31,23
BrC1([2H])c2ccc([O-])c3c2C24CC[N+](C)(CC5CC5)[C@@]1([2H])[C@@]2(O)CCC(=O)C4O3,59,43
BrC1([C@@H]2C3(CC3)C23[C@@H](C2(Br)CC2)C32CC2)CC1,39,30
BrC1([C@@H]2C[C@@]23CC32CC2)CC1,23,18
BrC1([C@H]2C3(CC3)C23[C@@H](C2(Br)CC2)C32CC2)CC1,39,30
BrC1([C@H]2C[C@@]23CC32CC2)CC1,23,18
BrC1([P+](c2ccccc2)(c2ccccc2)c2ccccc2)CCCC1,41,26
BrC1([Si](c2ccccc2)(c2ccccc2)c2ccccc2)C=CC(c2ccccc2)=CC1,54,33
BrC1([Si](c2ccccc2)(c2ccccc2)c2ccccc2)C=CC=C(c2ccccc2)C1,54,34
BrC1([n+]2ccccc2)CCc2ccccc21,26,15
BrC1(c2[se]ccc2-c2[se]ccc2-c2[se]ccc2-c2[se]ccc2-c2[se]ccc2-c2[se]ccc2-c2ccc[se]2)CC=C[Se]1,68,45
BrC1(c2[se]ccc2-c2[se]ccc2-c2ccc[se]2)CC=C[Se]1,36,25
BrC1(c2[se]ccc2-c2ccc[se]2)CC=C[Se]1,28,20
BrC1(c2c3ccccc3c(-c3ccccc3)c3ccccc23)C=CC(c2ccccc2)=CC1,56,34
BrC1(c2c3ccccc3c(-c3ccccc3)c3ccccc23)C=CC(c2ccccc2)C=C1,56,34
BrC1(c2c3ccccc3cc3ccccc23)CC1,30,19
BrC1(c2c[nH]c3ccccc23)C=CC=CN1,28,19
BrC1(c2c[nH]c3ccccc23)COC1,24,17
BrC1(c2cc(-c3ccccc3)on2)C=CC=CC1,33,23
BrC1(c2cc(C3(Br)C=CC(c4ccccc4)=CC3)cc(C3(Br)C=CC(c4ccccc4)=CC3)c2)C=CC(c2ccccc2)=CC1,83,48
BrC1(c2cc3ccccc3c3ccccc23)CC=CC=C1c1ccccc1,43,24
BrC1(c2cc[nH]c2)COC1,18,15
BrC1(c2ccc(-c3ccccc3)c(-c3ccccc3)c2)OCO1,41,30
BrC1(c2ccc(-c3ccccc3)cc2)CC1,29,21
BrC1(c2ccc(-c3ccccc3)cc2)COC1,30,21
BrC1(c2ccc(-c3ccccc3)cc2-c2cc(-c3ccccc3)ccc2-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc2)C=CC=CC1,106,68
BrC1(c2ccc(C3(Br)C=CC=C4NSN=C43)s2)C=CC=C2NSN=C21,49,28
BrC1(c2ccc(C3(Br)C=CCS3)c3nsnc23)C=CCS1,39,26
BrC1(c2ccc(C3(Br)CCC3)cc2)CCC1,30,20
BrC1(c2ccc(C3(Br)c4cc(CCc5ccc(CCc6ccccc6)cc5)ccc4-c4ccc(CCc5ccc(CCc6ccccc6)cc5)cc43)cc2)c2cc(CCc3ccc(CCc4ccccc4)cc3)ccc2-c2ccc(CCc3ccc(CCc4ccccc4)cc3)cc21,154,88
BrC1(c2ccc(C3(Br)c4cc(CCc5ccccc5)ccc4-c4ccc(CCc5ccccc5)cc43)cc2)c2cc(CCc3ccccc3)ccc2-c2ccc(CCc3ccccc3)cc21,106,60
BrC1(c2ccc(C3(Br)c4ccccc4-c4ccccc43)cc2)c2ccccc2-c2ccccc21,58,32
BrC1(c2ccc(C3CCCCC3)cc2)COC1,29,20
BrC1(c2ccc(C3CO3)cc2)CO1,25,19
BrC1(c2ccc(F)cc2)CSc2nc3cc(C(F)(F)F)ccc3n21,44,25
BrC1(c2ccc(N(c3ccccc3)c3ccccc3)cc2)CC=C(c2cccs2)S1,51,35
BrC1(c2ccc(OCc3ccccc3)cc2)CCCO1,32,20
BrC1(c2ccc(Oc3ccccc3)cc2)C=NC=NC1,34,22
BrC1(c2ccc(Oc3ccccc3)cc2)COC1,30,20
BrC1(c2ccc(Oc3ccccc3)cc2)OCCO1,31,21
BrC1(c2ccc3[nH]c4ccccc4c3c2)C=CC=CN1,34,24
BrC1(c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(C4(Br)c5ccccc5-c5ccccc54)ccc2-3)c2ccccc2-c2ccccc21,93,53
BrC1(c2ccc3c(c2)CCC3)COC1,26,20
BrC1(c2ccc3c(c2)CCCC3)COC1,27,20
BrC1(c2ccc3c(c2)CCCO3)COC1,27,20
BrC1(c2ccc3c(c2)CCCS3)COC1,27,20
BrC1(c2ccc3c(c2)CCO3)COC1,26,20
BrC1(c2ccc3c(c2)Cc2ccccc2-3)CCCCC1,35,23
BrC1(c2ccc3c(c2)OCCCO3)COC1,28,21
BrC1(c2ccc3c(c2)OCCO3)COC1,27,21
BrC1(c2ccc3c(c2)OCO3)C=CC=CN1,30,23
BrC1(c2ccc3c(c2)OCO3)COC1,26,21
BrC1(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)C2CC3CC(C2)CC1C3,53,38
BrC1(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)C=CC(c2ccccc2)=CC1,55,35
BrC1(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)C=CC(c2ccccc2)C=C1,55,35
BrC1(c2ccc3c(c2)c2ccccc2n3-c2ccccc2)C=CC=C(c2ccccc2)C1,55,36
BrC1(c2ccc3ccccc3c2)C=CC=CN1,29,19
BrC1(c2ccc3ccccc3c2)COC1,25,17
BrC1(c2ccc3nc[nH]c3c2)COC1,24,19
BrC1(c2ccc3ncoc3c2)COC1,24,18
BrC1(c2ccc3oc4ccccc4c3c2)C=CC(c2ccccc2)=CC1,44,28
BrC1(c2ccc[nH]2)COC1,18,14
BrC1(c2cccc(-c3ccccc3)c2)C=CC=CC1,34,22
BrC1(c2cccc(-c3cccnc3)c2)Cc2c(cc(-c3ccccc3)c3cccc(-c4ccccc4)c23)-c2ccccc21,75,50
BrC1(c2cccc(Oc3ccccc3)c2Nc2ncnc3[nH]ccc23)CCCC1,45,28
BrC1(c2cccc3[nH]ccc23)C=CC=CN1,28,18
BrC1(c2cccc3c2-c2ccccc2C3)C=CC=CN1,35,23
BrC1(c2cccc3c2Cc2ccccc2-3)CC1,30,19
BrC1(c2cccc3cc4ccccc4cc23)C=CC(N=Nc2ccccc2)=CC1,48,28
BrC1(c2cccc3ccccc23)C=CC(c2ccccc2)=CC1,39,22
BrC1(c2cccc3ccccc23)C=CC=CC1,29,16
BrC1(c2cccc3ccccc23)CC1,24,15
BrC1(c2cccc3ccccc23)CCCC2CCCC=C21,34,18
BrC1(c2cccc3ccccc23)COC1,25,15
BrC1(c2cccc3ccccc23)c2ccccc2-c2ccccc21,39,21
BrC1(c2cccc3cccnc23)CC1,24,16
BrC1(c2cccc3cocc23)CC1,23,16
BrC1(c2ccccc2)C#CCCC1,22,14
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccc(C3=C(c4ccccc4)C(Br)(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)cc2)=C1c1ccccc1,112,70
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2cccc(C3=C(c4ccccc4)C(Br)(c4ccccc4)C(c4ccccc4)=C3c3ccccc3)c2)=C1c1ccccc1,112,70
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,83,52
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1(Br)c1ccccc1,74,46
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1c1ccccc1,71,45
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,60,38
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1(Br)c1ccccc1,51,32
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1c1ccccc1,48,31
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)c2c1c1ccccc1c1ccccc21,59,37
BrC1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)c2ccccc21,47,29
BrC1(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,37,24
BrC1(c2ccccc2)C(c2ccccc2)=CCC(c2ccccc2)=C1c1ccccc1,51,32
BrC1(c2ccccc2)C(c2ccccc2)=c2c(c3ccccc3c3ccccc23)=C1c1ccccc1,60,38
BrC1(c2ccccc2)C(c2ccccc2)C1(Br)c1ccccc1,39,25
BrC1(c2ccccc2)C(c2ccccc2)C1c1ccccc1,36,24
BrC1(c2ccccc2)C2(CC2)C12CC2,28,21
BrC1(c2ccccc2)C2=NC(=Cc3ccc([nH]3)C(Br)(c3ccccc3)c3ccc([nH]3)C(=NCc3ccccc3)c3ccc1[nH]3)C=C2,82,53
BrC1(c2ccccc2)C2C=CC(C2)C1(c1ccccc1)c1ccccc1,45,29
BrC1(c2ccccc2)C2CC3CC(C2)CC1C3,31,23
BrC1(c2ccccc2)C2CCC1CC2,24,17
BrC1(c2ccccc2)C=C(c2ccc(-c3ccccc3)cc2)NC=N1,44,29
BrC1(c2ccccc2)C=C(c2ccccc2)C(Br)(c2ccccc2)C(c2ccccc2)(c2ccccc2)C1(Br)c1ccccc1,76,46
BrC1(c2ccccc2)C=C(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C1(Br)c1ccccc1,64,39
BrC1(c2ccccc2)C=C(c2ccccc2)C=CC1,33,20
BrC1(c2ccccc2)C=C(c2ccccc2)NC=N1,33,21
BrC1(c2ccccc2)C=C(c2ccccn2)C=C(c2ccccn2)C1,43,29
BrC1(c2ccccc2)C=CC(I)=CC1,26,15
BrC1(c2ccccc2)C=CC(OC2=CCC(Br)(c3ccccc3)C=C2)=CC1,49,29
BrC1(c2ccccc2)C=CC(c2cc(-c3ccccc3)ccc2-c2ccccc2)=CC1,53,32
BrC1(c2ccccc2)C=CC(c2cc(-c3ccccc3)ccc2-c2ccccc2)C=C1,53,32
BrC1(c2ccccc2)C=CC(c2ccc(N(c3ccccc3)c3cccc4ccccc34)cc2)=CC1,60,36
BrC1(c2ccccc2)C=CC(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=CC1,54,34
BrC1(c2ccccc2)C=CC(c2ccc(N(c3ccccc3-c3ccccc3)c3ccccc3-c3ccccc3)cc2)=CC1,72,42
BrC1(c2ccccc2)C=CC(c2ccccc2)=CC1,33,20
BrC1(c2ccccc2)C=CC(c2ccccc2)C=C1,33,20
BrC1(c2ccccc2)C=CC(c2ccncc2)=CC1,33,21
BrC1(c2ccccc2)C=CC=C(c2ccccc2)C1,33,21
BrC1(c2ccccc2)C=CC=C(c2ccccc2)N1,33,21
BrC1(c2ccccc2)C=CC=C(c2cccnc2)C1,33,22
BrC1(c2ccccc2)C=CC=C2OC21c1ccccc1,34,20
BrC1(c2ccccc2)C=CC=CB1c1ccccc1,31,19
BrC1(c2ccccc2)C=CC=CC1,23,14
BrC1(c2ccccc2)C=CC=CC1c1cccc2ccccc12,37,20
BrC1(c2ccccc2)C=CC=CC1c1ccccc1,31,18
BrC1(c2ccccc2)C=CC=CN1,23,15
BrC1(c2ccccc2)C=CC=NC1,23,14
BrC1(c2ccccc2)C=CCC1,21,14
BrC1(c2ccccc2)C=CN=CC1,23,15
BrC1(c2ccccc2)C=CNC(c2ccccc2)=N1,33,21
BrC1(c2ccccc2)C=Cc2ccccc2C1,28,18
BrC1(c2ccccc2)C=NC(c2ccccc2)=C(c2ccccc2)N1,43,28
BrC1(c2ccccc2)C=Nc2ccccc2O1,28,18
BrC1(c2ccccc2)C=c2c(n(-c3ccccc3-c3ccccc3)c3ccccc23)=CC1,56,35
BrC1(c2ccccc2)CC(c2ccccc2)=C(c2ccoc2-c2ccccc2)O1,49,32
BrC1(c2ccccc2)CC1(Br)c1ccccc1,29,18
BrC1(c2ccccc2)CC12CC2,22,15
BrC1(c2ccccc2)CC1c1ccccc1,26,17
BrC1(c2ccccc2)CC2C=CC1C2,25,17
BrC1(c2ccccc2)CC=CC1,21,14
BrC1(c2ccccc2)CC=CCC1,22,14
BrC1(c2ccccc2)CCC(c2ccccc2)C1,30,20
BrC1(c2ccccc2)CCCC1n1cncn1,27,18
BrC1(c2ccccc2)CCCCC1,21,14
BrC1(c2ccccc2)CCCCC1n1cncn1,28,19
BrC1(c2ccccc2)CCCCCC1n1cncn1,29,19
BrC1(c2ccccc2)CCCOC1,21,14
BrC1(c2ccccc2)CCNCC1,21,14
BrC1(c2ccccc2)CC[NH2+]CC1,22,15
BrC1(c2ccccc2)CC[Si]1(c1ccccc1)c1ccccc1,37,24
BrC1(c2ccccc2)CCc2ccccc21,26,15
BrC1(c2ccccc2)CNCCO1,21,14
BrC1(c2ccccc2)C[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc21,56,36
BrC1(c2ccccc2)Cc2ccccc2C1,26,17
BrC1(c2ccccc2)N=CC=C(c2ccccc2)N1,33,21
BrC1(c2ccccc2)N=CNC(c2ccccc2)=N1,33,21
BrC1(c2ccccc2)N=NN=N1,22,16
BrC1(c2ccccc2)N=NN=NC1(Br)c1ccccc1,34,21
BrC1(c2ccccc2)N=[15N]1,21,15
BrC1(c2ccccc2)NC(Br)(c2ccccc2)C(Br)(c2ccccc2)N1,46,29
BrC1(c2ccccc2)NC(Br)(c2ccccc2)C(Br)(c2ccccc2)NC1(Br)c1ccccc1,58,34
BrC1(c2ccccc2)NCCc2ccccc21,27,16
BrC1(c2ccccc2)OC(c2ccccc2)=CC1=[N+]1CCOCC1,40,26
BrC1(c2ccccc2)OCCC1n1cncn1,27,19
BrC1(c2ccccc2)OCCCC1n1cncn1,28,19
BrC1(c2ccccc2)OCCCCC1n1cncn1,29,19
BrC1(c2ccccc2)OCOCO1,21,15
BrC1(c2ccccc2)Oc2c(c3ccccc3c3ccccc23)C1c1ccccc1,48,30
BrC1(c2ccccc2)SSC2=C1CCCC2,27,17
BrC1(c2ccccc2)c2cc3ccccc3cc2C1(Br)c1ccccc1,42,26
BrC1(c2ccccc2)c2ccccc2-c2c(-c3ccccc3)nc3ccccc3c21,50,31
BrC1(c2ccccc2)c2ccccc2-c2c1ccc1c2Oc2ccccc2O1,45,29
BrC1(c2ccccc2)c2ccccc2-c2c1ccc1ccccc21,39,23
BrC1(c2ccccc2)c2ccccc2-c2ccccc21,33,19
BrC1(c2ccccc2)c2ccccc2C(Br)(c2ccccc2)c2ccccc21,46,27
BrC1(c2ccccc2)c2ccccc2C2=CC=CCC21,34,21
BrC1(c2ccccc2)c2ccccc2CCN1Cc1ccccc1,36,21
BrC1(c2ccccc2)c2ccccc2Oc2ccccc21,33,19
BrC1(c2ccccc2)c2nc(c(-c3ccccc3)c3ccc(s3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc(s4)c2-c2ccccc2)C(Br)(c2ccccc2)C3(Br)c2ccccc2)C1(Br)c1ccccc1,132,87
BrC1(c2ccccc2-c2ccccc2)C=CC=CC1,32,18
BrC1(c2ccccc2N2CCOCC2)C=CC=CC1,31,19
BrC1(c2ccccc2N2CCOCC2)C=CC=CN1,31,20
BrC1(c2ccccn2)C=CC(c2ccccc2)=CC1,33,21
BrC1(c2ccccn2)C=CC=C(c2ccccc2)C1,33,22
BrC1(c2ccccn2)C=CC=CN1,23,16
BrC1(c2cccnc2)C=CC=CN1,23,16
BrC1(c2cccs2)C=CC=CN1,22,16
BrC1(c2cccs2)SC=CC1c1cccs1,27,20
BrC1(c2ccnc3ccccc23)CC1,24,16
BrC1(c2ccncc2)C=CC=CN1,23,16
BrC1(c2ccncc2)C=CN=CC1,23,16
BrC1(c2ccon2)C=CC=CC1,22,15
BrC1(c2cnccn2)CNCCO1,21,15
BrC1(c2cncnc2)N=CC=CN1,23,16
BrC1(c2cnco2)C=CC=CN1,22,16
BrC1(c2cncs2)C=NC(c2ccccc2)S1,30,22
BrC1(c2coc3ccccc23)C=CC(c2ccccc2)=CC1,38,23
BrC1(c2coc3ccccc23)COC1,24,16
BrC1(c2csc3ccccc23)COC1,24,15
BrC1(c2nc(-c3ccccc3)nc(-c3ccc(-c4ccccc4)cc3)n2)C=CC=C(c2ccccc2)C1,66,45
BrC1(c2nc(-c3ccccc3)nc(-c3ccccc3)n2)C=CC=C(c2nc(-c3ccccc3)nc(-c3ccccc3)n2)C1,77,53
BrC1(c2nc3ccccc3o2)CC=CO1,26,18
BrC1(c2nccc3ccccc23)CC1,24,16
BrC1(c2nn[nH]n2)C=CC=CC1,22,16
BrC1(c2nncc3ccccc23)CC1,24,16
BrC1(c2nncs2)C=CC=CC1,22,15
BrC1(c2nnnn2Cc2ccccc2)N=C1c1ccccc1,35,22
BrC1(c2nnnn2Cc2ccccc2)N=C1c1ccco1,34,23
BrC1(c2nnnn2Cc2ccccc2)N=C1c1cccs1,34,23
BrC1(c2oc(-c3ccccc3)c3ccccc23)C=CC=CC1,39,24
BrC1(c2occc2-c2ccco2)CC=CO1,28,20
BrC1(c2sccc2-c2cccs2)CC=CS1,28,20
BrC1(n2ccc(-c3ccccc3)c2-c2ccccc2)C=CC=CC1,42,26
BrC1(n2cccc2)C=NC=CO1,22,16
BrC1/C(=C2/c3cccc4cccc(c34)C2Br)c2cccc3cccc1c23,47,29
BrC1/C=C/C(Br)C(Br)/C=C/C(Br)C(Br)/C=C/C1Br,39,24
BrC1/C=C/CC/C=C/CC/C=C/C1,26,17
BrC1/C=C2/CCC/C(=C/C(Br)C2)C1,29,20
BrC1/C=C\C(Br)C(Br)/C=C/C(Br)C(Br)/C=C/C1Br,39,24
BrC1/C=C\C(Br)C(Br)/C=C\C(Br)C(Br)/C=C\C1Br,39,24
BrC1/C=C\C2(/C=C\CC1)OCCO2,27,19
BrC1/C=C\C=C/C(Br)C(Br)C1Br,25,16
BrC1/C=C\C=C/C(Br)CC1,21,13
BrC1/C=C\C=C/C=C\CC(Br)C(Br)CC1,30,17
BrC1/C=C\C=C/c2ccccc2C1Br,25,16
BrC1/C=C\CC(Br)/C=C\C1,22,14
BrC1/C=C\CC(Br)C(Br)CCC(Br)C(Br)CC1,32,17
BrC1/C=C\CC/C=C\CC/C=C\C1,26,17
BrC1/C=C\CCCCC1C(=O)OOC(C)=O,29,14
BrC1/C=C\[C@@H](Br)C2(OCCO2)[C@H](Br)/C=C\1,33,20
BrC1/C=C\[C@H](Br)CCCC1,19,11
BrC1/C=C\c2ccccc2OCC1,22,13
BrC12C(c3ccccc3)=NOC1c1cccc3cccc2c13,37,23
BrC12C3(Br)C1(Br)C23C12C3(Br)C1(Br)C32Br,36,24
BrC12C3(Br)C4(Br)C1(Br)C1(Br)C2(Br)C3(Br)C41Br,40,26
BrC12C34CC5CC67CC8CC9(CC(C3)CC13CC1CC(C8)(C6C2(C5)C1)C93)C74,61,43
BrC12C3=C4C5=C1C1(c6ccccc6)c6c7c8c9c(c%10c%11c%12c(c%13c%14c%15c(c%16c%17c%18c(c1c1c6c6c8c8c%19c9c%11c9c%11c%12c%14c%12c%14c%15c%17c%15c%17c%18c1c1c6c8c6c(c9%19)c(c%11%12)c(c%14%15)c6c1%17)C%162c1ccccc1)C3%13c1ccccc1)C4%10c1ccccc1)C57c1ccccc1,211,152
BrC12C3=NOC1CCCC2Oc1ccc2ccccc2c13,34,20
BrC12C3=NOC1CCCC2Oc1ccccc13,28,16
BrC12C3C4C(C5C1C3C45I)C21OCCO1,31,24
BrC12C3C4C(C5C1C3C5(Br)C41OCCO1)C21OCCO1,40,30
BrC12C3C4C1C1C2C3C1(Br)C41OCCO1,31,25
BrC12C3C4C1C1C2C3C41Br,22,20
BrC12C3C4C1C1C2C3C41C12C3C4C5C3C1C5C42,39,35
BrC12C3C4C1C4(Br)C32,20,16
BrC12C3C4C5C(C(C43)C13OCCO3)C52,32,24
BrC12C3C4C5C(C4C14OCCO4)C2C53,30,24
BrC12C3C4C5C3C1(Br)C5C42,24,20
BrC12C3C4C5C3C1C(C42)C51OCCO1,30,24
BrC12C3C4C5C3C1C(C4C21OCCO1)C51OCCO1,37,29
BrC12C3C4C5C3C1C5C42,21,19
BrC12C3C4C5C6C3C37OC38C6C3C5C56OC45C1C1C(C27)C8C3(Br)C16,56,44
BrC12C3C4C5C6C3C3C(C6C1C54)C32,31,27
BrC12C3C4C5C6C3C3C1C1C7C2C4C2(Br)C5C4C6C3(Br)C1C4(Br)C72,54,46
BrC12C3C4C5C6C3C3C1C1C7C3C6(Br)C3(Br)C5C5C(C1C2(Br)C45)C73,56,46
BrC12C3C4C5C6C3C3C7C6C6C5C5C4C1C1C(C32)C7C6(Br)C51,50,44
BrC12C3C4C5C6C7C4C1C1C7C4C6C6(Br)C5C3C3C2C1(Br)C4(Br)C36,54,46
BrC12C3C4C5C6C7C4C4C3C3C1C1C(C6C6C7C4(Br)C3C16Br)C52,51,44
BrC12C3C4C5C6C7C8C5C3C3C8C5C7C7C6C4C1C7C5C32,45,43
BrC12C3C4C5C6C7C8C9C(C%10C1C4C1C5C7(Br)C9C1%10Br)C2C8(Br)C63,54,45
BrC12C3C4CC5C3C1C5C42,22,19
BrC12C3C=CC1C=CC2C=C3,22,13
BrC12C3CC3C(Br)(C3CC31)C1CC12,29,20
BrC12C3CC3C(C3CC31)C1CC12,26,19
BrC12C3CC3[C+](C3CC31)C1CC12,26,19
BrC12C3CC4C1C4(Br)C32,21,16
BrC12C3CC4CC5C3CC36CC7CC(C8CC1(C4)C5C3(Br)C8C7)C62,50,37
BrC12C3CC4CC5C3CC36CC7CC8C(CC1(C4)C5C83)C(C7)C62,49,37
BrC12C3CC4CC5C3CC3C6CC(CC31)CC2(C4)C56,39,29
BrC12C3CC4CC5C3CC3C6CC(CC31)CC2(C4)C561C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,74,56
BrC12C3CC4[C](C41)C32,20,15
BrC12C3CCC(C3)C1(Br)C1CCC2C1,28,20
BrC12C3CCC(CC3)C1(Br)C1CCC2CC1,30,21
BrC12C3CCC4C3C3C(CCC31)C42,27,20
BrC12C3CCC4C3C3C1CCC3C42Br,26,20
BrC12C3CCCC1C32/C=C\C12C3CCCC1C32Br,35,22
BrC12C3CCCC1C32C#Cc1ccccc1,27,16
